Location,Sex,Age,Mean/Expected_Mortality,Mortality,Excess_mortality,STANDARD_DEVIATION,Z-Score(95%),SIGNIFICANT,Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Kyustendil,Total,(90+),107.3,124,16.7,17.6,1.0,Not Significant,34.4,72.9,141.7,15.6,28.1,107.3 (±34.4),16.7 (±34.4),15.6% (±28.1%)
Lovech,Female,(0-4),-3.5,0,3.5,1.7,2.0,Significant Increase,3.4,-6.9,-0.1,-100.0,0.0,-3.5 (±3.4),3.5 (±3.4),-100.0% (±0.0%)
Lovech,Female,(10-14),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Lovech,Female,(15-19),1.2,0,-1.2,0.9,-1.4,Not Significant,1.7,-0.5,2.9,-100.0,0.0,1.2 (±1.7),-1.2 (±1.7),-100.0% (±0.0%)
Lovech,Female,(20-24),0.2,1,0.8,0.9,0.9,Not Significant,1.7,-1.5,1.9,400.0,447.4,0.2 (±1.7),0.8 (±1.7),400.0% (±447.4%)
Lovech,Female,(25-29),-0.5,0,0.5,1.9,0.3,Not Significant,3.8,-4.3,3.3,-100.0,0.0,-0.5 (±3.8),0.5 (±3.8),-100.0% (±0.0%)
Lovech,Female,(30-34),-0.7,0,0.7,1.7,0.4,Not Significant,3.4,-4.1,2.7,-100.0,0.0,-0.7 (±3.4),0.7 (±3.4),-100.0% (±0.0%)
Lovech,Female,(35-39),0.4,0,-0.4,2.2,-0.2,Not Significant,4.3,-3.9,4.7,-100.0,0.0,0.4 (±4.3),-0.4 (±4.3),-100.0% (±0.0%)
Lovech,Female,(40-44),-0.5,0,0.5,2.3,0.2,Not Significant,4.4,-4.9,3.9,-100.0,0.0,-0.5 (±4.4),0.5 (±4.4),-100.0% (±0.0%)
Lovech,Female,(45-49),-1.0,3,4.0,3.9,1.0,Not Significant,7.6,-8.6,6.6,-400.0,-345.5,-1.0 (±7.6),4.0 (±7.6),-400.0% (±-345.5%)
Lovech,Female,(5-9),-0.8,0,0.8,0.9,0.9,Not Significant,1.7,-2.5,0.9,-100.0,0.0,-0.8 (±1.7),0.8 (±1.7),-100.0% (±0.0%)
Lovech,Female,(50-54),4.7,7,2.3,4.3,0.5,Not Significant,8.4,-3.7,13.1,48.9,95.5,4.7 (±8.4),2.3 (±8.4),48.9% (±95.5%)
Lovech,Female,(55-59),11.5,12,0.5,6.0,0.1,Not Significant,11.8,-0.3,23.3,4.3,52.8,11.5 (±11.8),0.5 (±11.8),4.3% (±52.8%)
Lovech,Female,(60-64),19.8,17,-2.8,9.2,-0.3,Not Significant,18.1,1.7,37.9,-14.1,41.0,19.8 (±18.1),-2.8 (±18.1),-14.1% (±41.0%)
Lovech,Female,(65-69),31.6,39,7.4,10.9,0.7,Not Significant,21.4,10.2,53.0,23.4,49.8,31.6 (±21.4),7.4 (±21.4),23.4% (±49.8%)
Lovech,Female,(70-74),58.1,62,3.9,13.3,0.3,Not Significant,26.1,32.0,84.2,6.7,33.1,58.1 (±26.1),3.9 (±26.1),6.7% (±33.1%)
Lovech,Female,(75-79),50.3,106,55.7,15.0,3.7,Significant Increase,29.5,20.8,79.8,110.7,77.9,50.3 (±29.5),55.7 (±29.5),110.7% (±77.9%)
Lovech,Female,(80-84),119.0,92,-27.0,22.2,-1.2,Not Significant,43.4,75.6,162.4,-22.7,20.6,119.0 (±43.4),-27.0 (±43.4),-22.7% (±20.6%)
Lovech,Female,(85-89),95.5,114,18.5,22.3,0.8,Not Significant,43.7,51.8,139.2,19.4,37.5,95.5 (±43.7),18.5 (±43.7),19.4% (±37.5%)
Lovech,Female,(90+),63.0,63,-0.0,16.4,-0.0,Not Significant,32.2,30.8,95.2,-0.0,33.8,63.0 (±32.2),-0.0 (±32.2),-0.0% (±33.8%)
Lovech,Male,(0-4),-3.4,1,4.4,3.5,1.3,Not Significant,6.8,-10.2,3.4,-129.4,-58.8,-3.4 (±6.8),4.4 (±6.8),-129.4% (±-58.8%)
Lovech,Male,(10-14),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Lovech,Male,(15-19),-0.9,2,2.9,1.5,2.0,Not Significant,2.9,-3.8,2.0,-322.2,-322.2,-0.9 (±2.9),2.9 (±2.9),-322.2% (±-322.2%)
Lovech,Male,(20-24),0.8,0,-0.8,2.4,-0.3,Not Significant,4.8,-4.0,5.6,-100.0,0.0,0.8 (±4.8),-0.8 (±4.8),-100.0% (±0.0%)
Lovech,Male,(25-29),-2.5,1,3.5,1.9,1.9,Not Significant,3.7,-6.2,1.2,-140.0,-123.3,-2.5 (±3.7),3.5 (±3.7),-140.0% (±-123.3%)
Lovech,Male,(30-34),6.5,2,-4.5,2.7,-1.6,Not Significant,5.4,1.1,11.9,-69.2,14.0,6.5 (±5.4),-4.5 (±5.4),-69.2% (±14.0%)
Lovech,Male,(35-39),1.7,4,2.3,4.2,0.5,Not Significant,8.2,-6.5,9.9,135.3,194.9,1.7 (±8.2),2.3 (±8.2),135.3% (±194.9%)
Lovech,Male,(40-44),7.8,6,-1.8,4.3,-0.4,Not Significant,8.4,-0.6,16.2,-23.1,39.9,7.8 (±8.4),-1.8 (±8.4),-23.1% (±39.9%)
Lovech,Male,(45-49),16.7,17,0.3,7.6,0.0,Not Significant,14.9,1.8,31.6,1.8,48.0,16.7 (±14.9),0.3 (±14.9),1.8% (±48.0%)
Lovech,Male,(5-9),0.0,1,1.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Lovech,Male,(50-54),17.6,21,3.4,7.5,0.5,Not Significant,14.7,2.9,32.3,19.3,54.3,17.6 (±14.7),3.4 (±14.7),19.3% (±54.3%)
Lovech,Male,(55-59),17.7,21,3.3,10.0,0.3,Not Significant,19.6,-1.9,37.3,18.6,62.3,17.7 (±19.6),3.3 (±19.6),18.6% (±62.3%)
Lovech,Male,(60-64),48.5,40,-8.5,12.2,-0.7,Not Significant,24.0,24.5,72.5,-17.5,27.3,48.5 (±24.0),-8.5 (±24.0),-17.5% (±27.3%)
Lovech,Male,(65-69),67.3,67,-0.3,15.0,-0.0,Not Significant,29.4,37.9,96.7,-0.4,30.3,67.3 (±29.4),-0.3 (±29.4),-0.4% (±30.3%)
Lovech,Male,(70-74),90.0,80,-10.0,13.1,-0.8,Not Significant,25.7,64.3,115.7,-11.1,19.8,90.0 (±25.7),-10.0 (±25.7),-11.1% (±19.8%)
Lovech,Male,(75-79),80.9,81,0.1,16.6,0.0,Not Significant,32.6,48.3,113.5,0.1,28.7,80.9 (±32.6),0.1 (±32.6),0.1% (±28.7%)
Lovech,Male,(80-84),99.9,86,-13.9,17.7,-0.8,Not Significant,34.7,65.2,134.6,-13.9,22.2,99.9 (±34.7),-13.9 (±34.7),-13.9% (±22.2%)
Lovech,Male,(85-89),74.5,87,12.5,15.7,0.8,Not Significant,30.8,43.7,105.3,16.8,34.2,74.5 (±30.8),12.5 (±30.8),16.8% (±34.2%)
Lovech,Male,(90+),28.4,46,17.6,10.1,1.7,Not Significant,19.9,8.5,48.3,62.0,66.8,28.4 (±19.9),17.6 (±19.9),62.0% (±66.8%)
Lovech,Total,(0-4),-6.9,1,7.9,4.1,1.9,Not Significant,8.0,-14.9,1.1,-114.5,-105.4,-6.9 (±8.0),7.9 (±8.0),-114.5% (±-105.4%)
Lovech,Total,(10-14),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Lovech,Total,(15-19),0.3,2,1.7,1.6,1.1,Not Significant,3.2,-2.9,3.5,566.7,609.6,0.3 (±3.2),1.7 (±3.2),566.7% (±609.6%)
Lovech,Total,(20-24),1.0,1,-0.0,2.5,-0.0,Not Significant,4.9,-3.9,5.9,-0.0,83.1,1.0 (±4.9),-0.0 (±4.9),-0.0% (±83.1%)
Lovech,Total,(25-29),-3.0,1,4.0,3.2,1.3,Not Significant,6.2,-9.2,3.2,-133.3,-64.5,-3.0 (±6.2),4.0 (±6.2),-133.3% (±-64.5%)
Lovech,Total,(30-34),5.8,2,-3.8,3.2,-1.2,Not Significant,6.3,-0.5,12.1,-65.5,18.0,5.8 (±6.3),-3.8 (±6.3),-65.5% (±18.0%)
Lovech,Total,(35-39),2.1,4,1.9,4.4,0.4,Not Significant,8.7,-6.6,10.8,90.5,153.5,2.1 (±8.7),1.9 (±8.7),90.5% (±153.5%)
Lovech,Total,(40-44),7.3,6,-1.3,4.8,-0.3,Not Significant,9.4,-2.1,16.7,-17.8,46.3,7.3 (±9.4),-1.3 (±9.4),-17.8% (±46.3%)
Lovech,Total,(45-49),15.7,20,4.3,9.1,0.5,Not Significant,17.9,-2.2,33.6,27.4,67.9,15.7 (±17.9),4.3 (±17.9),27.4% (±67.9%)
Lovech,Total,(5-9),-0.8,1,1.8,0.9,2.1,Significant Increase,1.7,-2.5,0.9,-225.0,-236.1,-0.8 (±1.7),1.8 (±1.7),-225.0% (±-236.1%)
Lovech,Total,(50-54),22.3,28,5.7,8.3,0.7,Not Significant,16.2,6.1,38.5,25.6,52.9,22.3 (±16.2),5.7 (±16.2),25.6% (±52.9%)
Lovech,Total,(55-59),29.2,33,3.8,11.8,0.3,Not Significant,23.1,6.1,52.3,13.0,49.9,29.2 (±23.1),3.8 (±23.1),13.0% (±49.9%)
Lovech,Total,(60-64),68.3,57,-11.3,14.9,-0.8,Not Significant,29.2,39.1,97.5,-16.5,25.0,68.3 (±29.2),-11.3 (±29.2),-16.5% (±25.0%)
Lovech,Total,(65-69),98.9,106,7.1,18.2,0.4,Not Significant,35.6,63.3,134.5,7.2,28.4,98.9 (±35.6),7.1 (±35.6),7.2% (±28.4%)
Lovech,Total,(70-74),148.1,142,-6.1,20.7,-0.3,Not Significant,40.6,107.5,188.7,-4.1,20.6,148.1 (±40.6),-6.1 (±40.6),-4.1% (±20.6%)
Lovech,Total,(75-79),131.2,187,55.8,23.4,2.4,Significant Increase,45.9,85.3,177.1,42.5,36.9,131.2 (±45.9),55.8 (±45.9),42.5% (±36.9%)
Lovech,Total,(80-84),218.9,178,-40.9,27.4,-1.5,Not Significant,53.7,165.2,272.6,-18.7,16.0,218.9 (±53.7),-40.9 (±53.7),-18.7% (±16.0%)
Lovech,Total,(85-89),170.0,201,31.0,28.4,1.1,Not Significant,55.8,114.2,225.8,18.2,29.2,170.0 (±55.8),31.0 (±55.8),18.2% (±29.2%)
Lovech,Total,(90+),91.4,109,17.6,18.6,0.9,Not Significant,36.5,54.9,127.9,19.3,34.1,91.4 (±36.5),17.6 (±36.5),19.3% (±34.1%)
Montana,Female,(0-4),1.9,1,-0.9,1.2,-0.7,Not Significant,2.4,-0.5,4.3,-47.4,29.3,1.9 (±2.4),-0.9 (±2.4),-47.4% (±29.3%)
Montana,Female,(10-14),0.0,1,1.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Montana,Female,(15-19),-0.1,0,0.1,1.2,0.1,Not Significant,2.4,-2.5,2.3,-100.0,0.0,-0.1 (±2.4),0.1 (±2.4),-100.0% (±0.0%)
Montana,Female,(20-24),0.5,1,0.5,1.9,0.3,Not Significant,3.8,-3.3,4.3,100.0,176.7,0.5 (±3.8),0.5 (±3.8),100.0% (±176.7%)
Montana,Female,(25-29),1.8,0,-1.8,1.6,-1.1,Not Significant,3.2,-1.4,5.0,-100.0,0.0,1.8 (±3.2),-1.8 (±3.2),-100.0% (±0.0%)
Montana,Female,(30-34),-1.5,0,1.5,1.9,0.8,Not Significant,3.7,-5.2,2.2,-100.0,0.0,-1.5 (±3.7),1.5 (±3.7),-100.0% (±0.0%)
Montana,Female,(35-39),7.0,0,-7.0,2.8,-2.5,Significant Decrease,5.6,1.4,12.6,-100.0,0.0,7.0 (±5.6),-7.0 (±5.6),-100.0% (±0.0%)
Montana,Female,(40-44),-1.2,4,5.2,2.9,1.8,Not Significant,5.8,-7.0,4.6,-433.3,-420.3,-1.2 (±5.8),5.2 (±5.8),-433.3% (±-420.3%)
Montana,Female,(45-49),9.2,1,-8.2,3.7,-2.2,Significant Decrease,7.2,2.0,16.4,-89.1,4.8,9.2 (±7.2),-8.2 (±7.2),-89.1% (±4.8%)
Montana,Female,(5-9),-0.3,0,0.3,0.9,0.3,Not Significant,1.7,-2.0,1.4,-100.0,0.0,-0.3 (±1.7),0.3 (±1.7),-100.0% (±0.0%)
Montana,Female,(50-54),6.3,7,0.7,6.2,0.1,Not Significant,12.1,-5.8,18.4,11.1,73.1,6.3 (±12.1),0.7 (±12.1),11.1% (±73.1%)
Montana,Female,(55-59),16.8,10,-6.8,6.6,-1.0,Not Significant,12.9,3.9,29.7,-40.5,25.8,16.8 (±12.9),-6.8 (±12.9),-40.5% (±25.8%)
Montana,Female,(60-64),17.6,15,-2.6,9.4,-0.3,Not Significant,18.4,-0.8,36.0,-14.8,43.5,17.6 (±18.4),-2.6 (±18.4),-14.8% (±43.5%)
Montana,Female,(65-69),41.3,40,-1.3,10.5,-0.1,Not Significant,20.5,20.8,61.8,-3.1,32.2,41.3 (±20.5),-1.3 (±20.5),-3.1% (±32.2%)
Montana,Female,(70-74),65.7,78,12.3,15.0,0.8,Not Significant,29.4,36.3,95.1,18.7,36.7,65.7 (±29.4),12.3 (±29.4),18.7% (±36.7%)
Montana,Female,(75-79),75.8,90,14.2,16.6,0.9,Not Significant,32.6,43.2,108.4,18.7,35.7,75.8 (±32.6),14.2 (±32.6),18.7% (±35.7%)
Montana,Female,(80-84),123.1,99,-24.1,21.3,-1.1,Not Significant,41.8,81.3,164.9,-19.6,20.4,123.1 (±41.8),-24.1 (±41.8),-19.6% (±20.4%)
Montana,Female,(85-89),116.3,92,-24.3,19.8,-1.2,Not Significant,38.8,77.5,155.1,-20.9,19.8,116.3 (±38.8),-24.3 (±38.8),-20.9% (±19.8%)
Montana,Female,(90+),98.0,71,-27.0,14.9,-1.8,Not Significant,29.3,68.7,127.3,-27.6,16.6,98.0 (±29.3),-27.0 (±29.3),-27.6% (±16.6%)
Montana,Male,(0-4),-5.7,0,5.7,3.5,1.6,Not Significant,6.8,-12.5,1.1,-100.0,0.0,-5.7 (±6.8),5.7 (±6.8),-100.0% (±0.0%)
Montana,Male,(10-14),-0.8,0,0.8,0.9,0.9,Not Significant,1.7,-2.5,0.9,-100.0,0.0,-0.8 (±1.7),0.8 (±1.7),-100.0% (±0.0%)
Montana,Male,(15-19),0.4,1,0.6,1.2,0.5,Not Significant,2.4,-2.0,2.8,150.0,214.3,0.4 (±2.4),0.6 (±2.4),150.0% (±214.3%)
Montana,Male,(20-24),0.6,1,0.4,1.5,0.3,Not Significant,2.9,-2.3,3.5,66.7,138.1,0.6 (±2.9),0.4 (±2.9),66.7% (±138.1%)
Montana,Male,(25-29),-1.2,1,2.2,1.7,1.3,Not Significant,3.3,-4.5,2.1,-183.3,-130.9,-1.2 (±3.3),2.2 (±3.3),-183.3% (±-130.9%)
Montana,Male,(30-34),5.4,1,-4.4,2.8,-1.6,Not Significant,5.4,-0.0,10.8,-81.5,9.2,5.4 (±5.4),-4.4 (±5.4),-81.5% (±9.2%)
Montana,Male,(35-39),1.0,3,2.0,3.6,0.6,Not Significant,7.1,-6.1,8.1,200.0,263.0,1.0 (±7.1),2.0 (±7.1),200.0% (±263.0%)
Montana,Male,(40-44),6.5,8,1.5,4.9,0.3,Not Significant,9.7,-3.2,16.2,23.1,73.7,6.5 (±9.7),1.5 (±9.7),23.1% (±73.7%)
Montana,Male,(45-49),13.4,8,-5.4,6.6,-0.8,Not Significant,12.9,0.5,26.3,-40.3,29.3,13.4 (±12.9),-5.4 (±12.9),-40.3% (±29.3%)
Montana,Male,(5-9),0.0,1,1.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Montana,Male,(50-54),22.5,20,-2.5,10.3,-0.2,Not Significant,20.1,2.4,42.6,-11.1,42.0,22.5 (±20.1),-2.5 (±20.1),-11.1% (±42.0%)
Montana,Male,(55-59),20.0,36,16.0,10.8,1.5,Not Significant,21.1,-1.1,41.1,80.0,92.4,20.0 (±21.1),16.0 (±21.1),80.0% (±92.4%)
Montana,Male,(60-64),36.4,55,18.6,13.4,1.4,Not Significant,26.2,10.2,62.6,51.1,63.2,36.4 (±26.2),18.6 (±26.2),51.1% (±63.2%)
Montana,Male,(65-69),65.6,83,17.4,15.1,1.2,Not Significant,29.5,36.1,95.1,26.5,39.2,65.6 (±29.5),17.4 (±29.5),26.5% (±39.2%)
Montana,Male,(70-74),69.8,95,25.2,18.6,1.4,Not Significant,36.4,33.4,106.2,36.1,46.6,69.8 (±36.4),25.2 (±36.4),36.1% (±46.6%)
Montana,Male,(75-79),56.4,100,43.6,16.1,2.7,Significant Increase,31.6,24.8,88.0,77.3,63.7,56.4 (±31.6),43.6 (±31.6),77.3% (±63.7%)
Montana,Male,(80-84),60.3,83,22.7,23.6,1.0,Not Significant,46.2,14.1,106.5,37.6,59.7,60.3 (±46.2),22.7 (±46.2),37.6% (±59.7%)
Montana,Male,(85-89),60.4,73,12.6,14.9,0.8,Not Significant,29.2,31.2,89.6,20.9,39.4,60.4 (±29.2),12.6 (±29.2),20.9% (±39.4%)
Montana,Male,(90+),35.7,40,4.3,11.9,0.4,Not Significant,23.4,12.3,59.1,12.0,44.3,35.7 (±23.4),4.3 (±23.4),12.0% (±44.3%)
Montana,Total,(0-4),-3.8,1,4.8,3.6,1.3,Not Significant,7.1,-10.9,3.3,-126.3,-56.6,-3.8 (±7.1),4.8 (±7.1),-126.3% (±-56.6%)
Montana,Total,(10-14),-0.8,1,1.8,0.9,2.1,Significant Increase,1.7,-2.5,0.9,-225.0,-236.1,-0.8 (±1.7),1.8 (±1.7),-225.0% (±-236.1%)
Montana,Total,(15-19),0.3,1,0.7,1.7,0.4,Not Significant,3.4,-3.1,3.7,233.3,306.3,0.3 (±3.4),0.7 (±3.4),233.3% (±306.3%)
Montana,Total,(20-24),1.1,2,0.9,2.4,0.4,Not Significant,4.6,-3.5,5.7,81.8,146.7,1.1 (±4.6),0.9 (±4.6),81.8% (±146.7%)
Montana,Total,(25-29),0.6,1,0.4,2.4,0.2,Not Significant,4.6,-4.0,5.2,66.7,147.5,0.6 (±4.6),0.4 (±4.6),66.7% (±147.5%)
Montana,Total,(30-34),3.9,1,-2.9,3.5,-0.8,Not Significant,6.9,-3.0,10.8,-74.4,16.3,3.9 (±6.9),-2.9 (±6.9),-74.4% (±16.3%)
Montana,Total,(35-39),8.0,3,-5.0,4.4,-1.1,Not Significant,8.6,-0.6,16.6,-62.5,19.4,8.0 (±8.6),-5.0 (±8.6),-62.5% (±19.4%)
Montana,Total,(40-44),5.3,12,6.7,5.5,1.2,Not Significant,10.7,-5.4,16.0,126.4,151.4,5.3 (±10.7),6.7 (±10.7),126.4% (±151.4%)
Montana,Total,(45-49),22.6,9,-13.6,7.5,-1.8,Not Significant,14.7,7.9,37.3,-60.2,15.7,22.6 (±14.7),-13.6 (±14.7),-60.2% (±15.7%)
Montana,Total,(5-9),-0.3,1,1.3,0.9,1.5,Not Significant,1.7,-2.0,1.4,-433.3,-404.7,-0.3 (±1.7),1.3 (±1.7),-433.3% (±-404.7%)
Montana,Total,(50-54),28.8,27,-1.8,12.1,-0.1,Not Significant,23.7,5.1,52.5,-6.3,42.3,28.8 (±23.7),-1.8 (±23.7),-6.3% (±42.3%)
Montana,Total,(55-59),36.8,46,9.2,12.8,0.7,Not Significant,25.0,11.8,61.8,25.0,50.6,36.8 (±25.0),9.2 (±25.0),25.0% (±50.6%)
Montana,Total,(60-64),54.0,70,16.0,15.7,1.0,Not Significant,30.8,23.2,84.8,29.6,47.1,54.0 (±30.8),16.0 (±30.8),29.6% (±47.1%)
Montana,Total,(65-69),106.9,123,16.1,18.5,0.9,Not Significant,36.3,70.6,143.2,15.1,29.2,106.9 (±36.3),16.1 (±36.3),15.1% (±29.2%)
Montana,Total,(70-74),135.5,173,37.5,23.7,1.6,Not Significant,46.4,89.1,181.9,27.7,32.6,135.5 (±46.4),37.5 (±46.4),27.7% (±32.6%)
Montana,Total,(75-79),132.2,190,57.8,23.7,2.4,Significant Increase,46.5,85.7,178.7,43.7,37.4,132.2 (±46.5),57.8 (±46.5),43.7% (±37.4%)
Montana,Total,(80-84),183.4,182,-1.4,33.9,-0.0,Not Significant,66.5,116.9,249.9,-0.8,26.4,183.4 (±66.5),-1.4 (±66.5),-0.8% (±26.4%)
Montana,Total,(85-89),176.7,165,-11.7,25.1,-0.5,Not Significant,49.2,127.5,225.9,-6.6,20.4,176.7 (±49.2),-11.7 (±49.2),-6.6% (±20.4%)
Montana,Total,(90+),133.7,111,-22.7,20.3,-1.1,Not Significant,39.8,93.9,173.5,-17.0,19.0,133.7 (±39.8),-22.7 (±39.8),-17.0% (±19.0%)
Pazardzhik,Female,(0-4),2.9,2,-0.9,5.0,-0.2,Not Significant,9.8,-6.9,12.7,-31.0,53.3,2.9 (±9.8),-0.9 (±9.8),-31.0% (±53.3%)
Pazardzhik,Female,(10-14),0.2,0,-0.2,0.9,-0.2,Not Significant,1.7,-1.5,1.9,-100.0,0.0,0.2 (±1.7),-0.2 (±1.7),-100.0% (±0.0%)
Pazardzhik,Female,(15-19),-1.6,0,1.6,1.2,1.3,Not Significant,2.3,-3.9,0.7,-100.0,0.0,-1.6 (±2.3),1.6 (±2.3),-100.0% (±0.0%)
Pazardzhik,Female,(20-24),-0.6,0,0.6,1.2,0.5,Not Significant,2.4,-3.0,1.8,-100.0,0.0,-0.6 (±2.4),0.6 (±2.4),-100.0% (±0.0%)
Pazardzhik,Female,(25-29),-0.8,2,2.8,2.0,1.4,Not Significant,3.9,-4.7,3.1,-350.0,-314.5,-0.8 (±3.9),2.8 (±3.9),-350.0% (±-314.5%)
Pazardzhik,Female,(30-34),2.9,1,-1.9,2.2,-0.9,Not Significant,4.3,-1.4,7.2,-65.5,20.6,2.9 (±4.3),-1.9 (±4.3),-65.5% (±20.6%)
Pazardzhik,Female,(35-39),0.9,4,3.1,2.7,1.2,Not Significant,5.2,-4.3,6.1,344.4,378.8,0.9 (±5.2),3.1 (±5.2),344.4% (±378.8%)
Pazardzhik,Female,(40-44),3.8,5,1.2,3.9,0.3,Not Significant,7.6,-3.8,11.4,31.6,87.7,3.8 (±7.6),1.2 (±7.6),31.6% (±87.7%)
Pazardzhik,Female,(45-49),11.7,6,-5.7,7.4,-0.8,Not Significant,14.5,-2.8,26.2,-48.7,28.4,11.7 (±14.5),-5.7 (±14.5),-48.7% (±28.4%)
Pazardzhik,Female,(5-9),1.8,0,-1.8,1.7,-1.0,Not Significant,3.4,-1.6,5.2,-100.0,0.0,1.8 (±3.4),-1.8 (±3.4),-100.0% (±0.0%)
Pazardzhik,Female,(50-54),19.1,17,-2.1,7.1,-0.3,Not Significant,14.0,5.1,33.1,-11.0,37.6,19.1 (±14.0),-2.1 (±14.0),-11.0% (±37.6%)
Pazardzhik,Female,(55-59),18.4,18,-0.4,9.9,-0.0,Not Significant,19.4,-1.0,37.8,-2.2,50.2,18.4 (±19.4),-0.4 (±19.4),-2.2% (±50.2%)
Pazardzhik,Female,(60-64),56.2,41,-15.2,11.5,-1.3,Not Significant,22.5,33.7,78.7,-27.0,20.9,56.2 (±22.5),-15.2 (±22.5),-27.0% (±20.9%)
Pazardzhik,Female,(65-69),50.7,63,12.3,14.9,0.8,Not Significant,29.2,21.5,79.9,24.3,45.5,50.7 (±29.2),12.3 (±29.2),24.3% (±45.5%)
Pazardzhik,Female,(70-74),74.0,108,34.0,17.0,2.0,Significant Increase,33.2,40.8,107.2,45.9,45.2,74.0 (±33.2),34.0 (±33.2),45.9% (±45.2%)
Pazardzhik,Female,(75-79),91.7,104,12.3,22.7,0.5,Not Significant,44.5,47.2,136.2,13.4,37.0,91.7 (±44.5),12.3 (±44.5),13.4% (±37.0%)
Pazardzhik,Female,(80-84),100.8,155,54.2,26.2,2.1,Significant Increase,51.3,49.5,152.1,53.8,51.9,100.8 (±51.3),54.2 (±51.3),53.8% (±51.9%)
Pazardzhik,Female,(85-89),146.6,153,6.4,21.8,0.3,Not Significant,42.7,103.9,189.3,4.4,23.6,146.6 (±42.7),6.4 (±42.7),4.4% (±23.6%)
Pazardzhik,Female,(90+),90.0,112,22.0,19.9,1.1,Not Significant,38.9,51.1,128.9,24.4,37.5,90.0 (±38.9),22.0 (±38.9),24.4% (±37.5%)
Pazardzhik,Male,(0-4),7.4,2,-5.4,5.6,-1.0,Not Significant,11.0,-3.6,18.4,-73.0,16.1,7.4 (±11.0),-5.4 (±11.0),-73.0% (±16.1%)
Pazardzhik,Male,(10-14),-0.1,2,2.1,1.2,1.7,Not Significant,2.4,-2.5,2.3,-2100.0,-2087.0,-0.1 (±2.4),2.1 (±2.4),-2100.0% (±-2087.0%)
Pazardzhik,Male,(15-19),2.2,1,-1.2,2.0,-0.6,Not Significant,4.0,-1.8,6.2,-54.5,29.4,2.2 (±4.0),-1.2 (±4.0),-54.5% (±29.4%)
Pazardzhik,Male,(20-24),1.7,1,-0.7,3.4,-0.2,Not Significant,6.6,-4.9,8.3,-41.2,46.8,1.7 (±6.6),-0.7 (±6.6),-41.2% (±46.8%)
Pazardzhik,Male,(25-29),2.8,2,-0.8,3.6,-0.2,Not Significant,7.0,-4.2,9.8,-28.6,51.0,2.8 (±7.0),-0.8 (±7.0),-28.6% (±51.0%)
Pazardzhik,Male,(30-34),5.7,1,-4.7,4.3,-1.1,Not Significant,8.5,-2.8,14.2,-82.5,10.5,5.7 (±8.5),-4.7 (±8.5),-82.5% (±10.5%)
Pazardzhik,Male,(35-39),5.2,9,3.8,5.5,0.7,Not Significant,10.9,-5.7,16.1,73.1,117.2,5.2 (±10.9),3.8 (±10.9),73.1% (±117.2%)
Pazardzhik,Male,(40-44),2.3,15,12.7,6.1,2.1,Significant Increase,11.9,-9.6,14.2,552.2,546.6,2.3 (±11.9),12.7 (±11.9),552.2% (±546.6%)
Pazardzhik,Male,(45-49),24.5,18,-6.5,9.9,-0.7,Not Significant,19.4,5.1,43.9,-26.5,32.5,24.5 (±19.4),-6.5 (±19.4),-26.5% (±32.5%)
Pazardzhik,Male,(5-9),-0.1,0,0.1,1.2,0.1,Not Significant,2.4,-2.5,2.3,-100.0,0.0,-0.1 (±2.4),0.1 (±2.4),-100.0% (±0.0%)
Pazardzhik,Male,(50-54),25.3,41,15.7,12.2,1.3,Not Significant,23.9,1.4,49.2,62.1,78.8,25.3 (±23.9),15.7 (±23.9),62.1% (±78.8%)
Pazardzhik,Male,(55-59),56.5,50,-6.5,14.6,-0.4,Not Significant,28.6,27.9,85.1,-11.5,29.7,56.5 (±28.6),-6.5 (±28.6),-11.5% (±29.7%)
Pazardzhik,Male,(60-64),91.5,102,10.5,15.3,0.7,Not Significant,30.0,61.5,121.5,11.5,27.5,91.5 (±30.0),10.5 (±30.0),11.5% (±27.5%)
Pazardzhik,Male,(65-69),86.6,119,32.4,18.6,1.7,Not Significant,36.4,50.2,123.0,37.4,40.7,86.6 (±36.4),32.4 (±36.4),37.4% (±40.7%)
Pazardzhik,Male,(70-74),124.1,135,10.9,19.3,0.6,Not Significant,37.8,86.3,161.9,8.8,25.4,124.1 (±37.8),10.9 (±37.8),8.8% (±25.4%)
