Location,Sex,Age,Mean/Expected_Mortality,Mortality,Excess_mortality,STANDARD_DEVIATION,Z-Score(95%),SIGNIFICANT,Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Lovech,Female,(65-69),71.3,62,-9.3,12.5,-0.7,Not Significant,24.4,46.9,95.7,-13.0,22.2,71.3 (±24.4),-9.3 (±24.4),-13.0% (±22.2%)
Lovech,Female,(70-74),102.8,134,31.2,15.4,2.0,Significant Increase,30.1,72.7,132.9,30.4,29.6,102.8 (±30.1),31.2 (±30.1),30.4% (±29.6%)
Lovech,Female,(75-79),160.3,147,-13.3,17.7,-0.8,Not Significant,34.6,125.7,194.9,-8.3,16.3,160.3 (±34.6),-13.3 (±34.6),-8.3% (±16.3%)
Lovech,Female,(80-84),200.0,223,23.0,22.3,1.0,Not Significant,43.6,156.4,243.6,11.5,20.0,200.0 (±43.6),23.0 (±43.6),11.5% (±20.0%)
Lovech,Female,(85-89),209.5,231,21.5,20.7,1.0,Not Significant,40.6,168.9,250.1,10.3,17.9,209.5 (±40.6),21.5 (±40.6),10.3% (±17.9%)
Lovech,Female,(90+),136.6,170,33.4,16.7,2.0,Significant Increase,32.6,104.0,169.2,24.5,24.0,136.6 (±32.6),33.4 (±32.6),24.5% (±24.0%)
Lovech,Male,(0-4),2.0,3,1.0,3.5,0.3,Not Significant,6.8,-4.8,8.8,50.0,115.9,2.0 (±6.8),1.0 (±6.8),50.0% (±115.9%)
Lovech,Male,(10-14),1.5,0,-1.5,1.6,-0.9,Not Significant,3.1,-1.6,4.6,-100.0,0.0,1.5 (±3.1),-1.5 (±3.1),-100.0% (±0.0%)
Lovech,Male,(15-19),1.5,1,-0.5,2.6,-0.2,Not Significant,5.1,-3.6,6.6,-33.3,51.5,1.5 (±5.1),-0.5 (±5.1),-33.3% (±51.5%)
Lovech,Male,(20-24),0.7,4,3.3,2.5,1.3,Not Significant,5.0,-4.3,5.7,471.4,501.2,0.7 (±5.0),3.3 (±5.0),471.4% (±501.2%)
Lovech,Male,(25-29),5.7,7,1.3,2.7,0.5,Not Significant,5.3,0.4,11.0,22.8,59.2,5.7 (±5.3),1.3 (±5.3),22.8% (±59.2%)
Lovech,Male,(30-34),6.5,7,0.5,3.5,0.1,Not Significant,6.9,-0.4,13.4,7.7,55.5,6.5 (±6.9),0.5 (±6.9),7.7% (±55.5%)
Lovech,Male,(35-39),8.3,7,-1.3,4.7,-0.3,Not Significant,9.2,-0.9,17.5,-15.7,44.3,8.3 (±9.2),-1.3 (±9.2),-15.7% (±44.3%)
Lovech,Male,(40-44),11.3,25,13.7,5.2,2.6,Significant Increase,10.3,1.0,21.6,121.2,105.5,11.3 (±10.3),13.7 (±10.3),121.2% (±105.5%)
Lovech,Male,(45-49),25.9,27,1.1,7.8,0.1,Not Significant,15.2,10.7,41.1,4.2,38.5,25.9 (±15.2),1.1 (±15.2),4.2% (±38.5%)
Lovech,Male,(5-9),-0.1,1,1.1,1.6,0.7,Not Significant,3.1,-3.2,3.0,-1100.0,-1033.3,-0.1 (±3.1),1.1 (±3.1),-1100.0% (±-1033.3%)
Lovech,Male,(50-54),34.7,55,20.3,9.4,2.2,Significant Increase,18.3,16.4,53.0,58.5,54.7,34.7 (±18.3),20.3 (±18.3),58.5% (±54.7%)
Lovech,Male,(55-59),57.0,61,4.0,11.2,0.4,Not Significant,21.9,35.1,78.9,7.0,29.7,57.0 (±21.9),4.0 (±21.9),7.0% (±29.7%)
Lovech,Male,(60-64),90.0,96,6.0,14.2,0.4,Not Significant,27.9,62.1,117.9,6.7,25.3,90.0 (±27.9),6.0 (±27.9),6.7% (±25.3%)
Lovech,Male,(65-69),117.6,126,8.4,16.4,0.5,Not Significant,32.2,85.4,149.8,7.1,23.0,117.6 (±32.2),8.4 (±32.2),7.1% (±23.0%)
Lovech,Male,(70-74),185.9,186,0.1,17.9,0.0,Not Significant,35.1,150.8,221.0,0.1,15.9,185.9 (±35.1),0.1 (±35.1),0.1% (±15.9%)
Lovech,Male,(75-79),144.5,172,27.5,19.1,1.4,Not Significant,37.4,107.1,181.9,19.0,24.4,144.5 (±37.4),27.5 (±37.4),19.0% (±24.4%)
Lovech,Male,(80-84),195.5,191,-4.5,20.5,-0.2,Not Significant,40.2,155.3,235.7,-2.3,16.7,195.5 (±40.2),-4.5 (±40.2),-2.3% (±16.7%)
Lovech,Male,(85-89),127.4,172,44.6,15.9,2.8,Significant Increase,31.2,96.2,158.6,35.0,26.6,127.4 (±31.2),44.6 (±31.2),35.0% (±26.6%)
Lovech,Male,(90+),65.0,80,15.0,12.1,1.2,Not Significant,23.7,41.3,88.7,23.1,32.9,65.0 (±23.7),15.0 (±23.7),23.1% (±32.9%)
Lovech,Total,(0-4),2.1,3,0.9,4.9,0.2,Not Significant,9.7,-7.6,11.8,42.9,117.5,2.1 (±9.7),0.9 (±9.7),42.9% (±117.5%)
Lovech,Total,(10-14),0.7,1,0.3,1.8,0.2,Not Significant,3.6,-2.9,4.3,42.9,119.6,0.7 (±3.6),0.3 (±3.6),42.9% (±119.6%)
Lovech,Total,(15-19),3.3,3,-0.3,3.0,-0.1,Not Significant,6.0,-2.7,9.3,-9.1,58.6,3.3 (±6.0),-0.3 (±6.0),-9.1% (±58.6%)
Lovech,Total,(20-24),2.5,4,1.5,2.9,0.5,Not Significant,5.8,-3.3,8.3,60.0,111.8,2.5 (±5.8),1.5 (±5.8),60.0% (±111.8%)
Lovech,Total,(25-29),7.2,8,0.8,3.3,0.2,Not Significant,6.4,0.8,13.6,11.1,52.3,7.2 (±6.4),0.8 (±6.4),11.1% (±52.3%)
Lovech,Total,(30-34),9.4,8,-1.4,4.2,-0.3,Not Significant,8.3,1.1,17.7,-14.9,39.9,9.4 (±8.3),-1.4 (±8.3),-14.9% (±39.9%)
Lovech,Total,(35-39),11.5,9,-2.5,5.3,-0.5,Not Significant,10.4,1.1,21.9,-21.7,37.2,11.5 (±10.4),-2.5 (±10.4),-21.7% (±37.2%)
Lovech,Total,(40-44),18.4,34,15.6,6.2,2.5,Significant Increase,12.1,6.3,30.5,84.8,73.3,18.4 (±12.1),15.6 (±12.1),84.8% (±73.3%)
Lovech,Total,(45-49),36.4,41,4.6,8.9,0.5,Not Significant,17.5,18.9,53.9,12.6,36.5,36.4 (±17.5),4.6 (±17.5),12.6% (±36.5%)
Lovech,Total,(5-9),-0.4,1,1.4,1.9,0.7,Not Significant,3.8,-4.2,3.4,-350.0,-279.4,-0.4 (±3.8),1.4 (±3.8),-350.0% (±-279.4%)
Lovech,Total,(50-54),53.0,78,25.0,10.7,2.3,Significant Increase,21.1,31.9,74.1,47.2,41.9,53.0 (±21.1),25.0 (±21.1),47.2% (±41.9%)
Lovech,Total,(55-59),79.2,85,5.8,13.7,0.4,Not Significant,26.8,52.4,106.0,7.3,27.1,79.2 (±26.8),5.8 (±26.8),7.3% (±27.1%)
Lovech,Total,(60-64),132.4,145,12.6,17.2,0.7,Not Significant,33.7,98.7,166.1,9.5,22.2,132.4 (±33.7),12.6 (±33.7),9.5% (±22.2%)
Lovech,Total,(65-69),188.9,188,-0.9,20.5,-0.0,Not Significant,40.3,148.6,229.2,-0.5,17.5,188.9 (±40.3),-0.9 (±40.3),-0.5% (±17.5%)
Lovech,Total,(70-74),288.7,320,31.3,25.1,1.2,Not Significant,49.2,239.5,337.9,10.8,16.1,288.7 (±49.2),31.3 (±49.2),10.8% (±16.1%)
Lovech,Total,(75-79),304.8,319,14.2,25.2,0.6,Not Significant,49.4,255.4,354.2,4.7,14.6,304.8 (±49.4),14.2 (±49.4),4.7% (±14.6%)
Lovech,Total,(80-84),395.5,414,18.5,28.0,0.7,Not Significant,54.9,340.6,450.4,4.7,12.8,395.5 (±54.9),18.5 (±54.9),4.7% (±12.8%)
Lovech,Total,(85-89),336.9,403,66.1,26.5,2.5,Significant Increase,51.9,285.0,388.8,19.6,15.9,336.9 (±51.9),66.1 (±51.9),19.6% (±15.9%)
Lovech,Total,(90+),201.6,250,48.4,20.0,2.4,Significant Increase,39.2,162.4,240.8,24.0,20.2,201.6 (±39.2),48.4 (±39.2),24.0% (±20.2%)
Montana,Female,(0-4),4.5,5,0.5,2.5,0.2,Not Significant,4.8,-0.3,9.3,11.1,57.3,4.5 (±4.8),0.5 (±4.8),11.1% (±57.3%)
Montana,Female,(10-14),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Montana,Female,(15-19),2.1,0,-2.1,1.5,-1.4,Not Significant,3.0,-0.9,5.1,-100.0,0.0,2.1 (±3.0),-2.1 (±3.0),-100.0% (±0.0%)
Montana,Female,(20-24),-0.7,0,0.7,1.7,0.4,Not Significant,3.3,-4.0,2.6,-100.0,0.0,-0.7 (±3.3),0.7 (±3.3),-100.0% (±0.0%)
Montana,Female,(25-29),2.5,1,-1.5,1.8,-0.8,Not Significant,3.5,-1.0,6.0,-60.0,23.3,2.5 (±3.5),-1.5 (±3.5),-60.0% (±23.3%)
Montana,Female,(30-34),2.1,5,2.9,2.1,1.4,Not Significant,4.1,-2.0,6.2,138.1,157.5,2.1 (±4.1),2.9 (±4.1),138.1% (±157.5%)
Montana,Female,(35-39),8.1,4,-4.1,3.3,-1.2,Not Significant,6.5,1.6,14.6,-50.6,22.0,8.1 (±6.5),-4.1 (±6.5),-50.6% (±22.0%)
Montana,Female,(40-44),5.9,7,1.1,4.6,0.2,Not Significant,8.9,-3.0,14.8,18.6,71.3,5.9 (±8.9),1.1 (±8.9),18.6% (±71.3%)
Montana,Female,(45-49),13.8,23,9.2,4.6,2.0,Significant Increase,8.9,4.9,22.7,66.7,65.4,13.8 (±8.9),9.2 (±8.9),66.7% (±65.4%)
Montana,Female,(5-9),0.4,0,-0.4,0.9,-0.4,Not Significant,1.8,-1.4,2.2,-100.0,0.0,0.4 (±1.8),-0.4 (±1.8),-100.0% (±0.0%)
Montana,Female,(50-54),20.8,20,-0.8,7.8,-0.1,Not Significant,15.3,5.5,36.1,-3.8,40.8,20.8 (±15.3),-0.8 (±15.3),-3.8% (±40.8%)
Montana,Female,(55-59),33.3,23,-10.3,8.5,-1.2,Not Significant,16.7,16.6,50.0,-30.9,23.1,33.3 (±16.7),-10.3 (±16.7),-30.9% (±23.1%)
Montana,Female,(60-64),42.9,63,20.1,10.5,1.9,Not Significant,20.5,22.4,63.4,46.9,47.5,42.9 (±20.5),20.1 (±20.5),46.9% (±47.5%)
Montana,Female,(65-69),86.4,96,9.6,13.5,0.7,Not Significant,26.4,60.0,112.8,11.1,26.0,86.4 (±26.4),9.6 (±26.4),11.1% (±26.0%)
Montana,Female,(70-74),117.8,168,50.2,16.8,3.0,Significant Increase,32.9,84.9,150.7,42.6,31.1,117.8 (±32.9),50.2 (±32.9),42.6% (±31.1%)
Montana,Female,(75-79),157.6,190,32.4,19.4,1.7,Not Significant,38.1,119.5,195.7,20.6,23.5,157.6 (±38.1),32.4 (±38.1),20.6% (±23.5%)
Montana,Female,(80-84),227.7,263,35.3,23.0,1.5,Not Significant,45.0,182.7,272.7,15.5,19.1,227.7 (±45.0),35.3 (±45.0),15.5% (±19.1%)
Montana,Female,(85-89),217.3,240,22.7,20.8,1.1,Not Significant,40.8,176.5,258.1,10.4,17.4,217.3 (±40.8),22.7 (±40.8),10.4% (±17.4%)
Montana,Female,(90+),171.2,139,-32.2,17.3,-1.9,Not Significant,33.8,137.4,205.0,-18.8,13.4,171.2 (±33.8),-32.2 (±33.8),-18.8% (±13.4%)
Montana,Male,(0-4),1.0,0,-1.0,3.4,-0.3,Not Significant,6.7,-5.7,7.7,-100.0,0.0,1.0 (±6.7),-1.0 (±6.7),-100.0% (±0.0%)
Montana,Male,(10-14),0.4,0,-0.4,1.5,-0.3,Not Significant,2.8,-2.4,3.2,-100.0,0.0,0.4 (±2.8),-0.4 (±2.8),-100.0% (±0.0%)
Montana,Male,(15-19),3.3,0,-3.3,2.1,-1.6,Not Significant,4.1,-0.8,7.4,-100.0,0.0,3.3 (±4.1),-3.3 (±4.1),-100.0% (±0.0%)
Montana,Male,(20-24),1.2,3,1.8,1.9,0.9,Not Significant,3.8,-2.6,5.0,150.0,190.0,1.2 (±3.8),1.8 (±3.8),150.0% (±190.0%)
Montana,Male,(25-29),3.1,4,0.9,2.9,0.3,Not Significant,5.8,-2.7,8.9,29.0,84.1,3.1 (±5.8),0.9 (±5.8),29.0% (±84.1%)
Montana,Male,(30-34),6.2,7,0.8,3.4,0.2,Not Significant,6.6,-0.4,12.8,12.9,58.2,6.2 (±6.6),0.8 (±6.6),12.9% (±58.2%)
Montana,Male,(35-39),3.3,7,3.7,4.4,0.8,Not Significant,8.7,-5.4,12.0,112.1,153.8,3.3 (±8.7),3.7 (±8.7),112.1% (±153.8%)
Montana,Male,(40-44),18.8,19,0.2,6.1,0.0,Not Significant,11.9,6.9,30.7,1.1,39.2,18.8 (±11.9),0.2 (±11.9),1.1% (±39.2%)
Montana,Male,(45-49),39.2,42,2.8,8.1,0.3,Not Significant,15.9,23.3,55.1,7.1,30.9,39.2 (±15.9),2.8 (±15.9),7.1% (±30.9%)
Montana,Male,(5-9),0.2,0,-0.2,0.6,-0.3,Not Significant,1.3,-1.1,1.5,-100.0,0.0,0.2 (±1.3),-0.2 (±1.3),-100.0% (±0.0%)
Montana,Male,(50-54),36.2,56,19.8,9.2,2.2,Significant Increase,18.0,18.2,54.2,54.7,51.4,36.2 (±18.0),19.8 (±18.0),54.7% (±51.4%)
Montana,Male,(55-59),69.7,81,11.3,12.8,0.9,Not Significant,25.2,44.5,94.9,16.2,30.8,69.7 (±25.2),11.3 (±25.2),16.2% (±30.8%)
Montana,Male,(60-64),93.7,124,30.3,16.3,1.9,Not Significant,31.9,61.8,125.6,32.3,33.6,93.7 (±31.9),30.3 (±31.9),32.3% (±33.6%)
Montana,Male,(65-69),133.2,195,61.8,18.6,3.3,Significant Increase,36.5,96.7,169.7,46.4,31.5,133.2 (±36.5),61.8 (±36.5),46.4% (±31.5%)
Montana,Male,(70-74),187.2,269,81.8,18.5,4.4,Significant Increase,36.3,150.9,223.5,43.7,23.3,187.2 (±36.3),81.8 (±36.3),43.7% (±23.3%)
Montana,Male,(75-79),143.0,195,52.0,18.4,2.8,Significant Increase,36.1,106.9,179.1,36.4,27.5,143.0 (±36.1),52.0 (±36.1),36.4% (±27.5%)
Montana,Male,(80-84),140.7,187,46.3,21.0,2.2,Significant Increase,41.2,99.5,181.9,32.9,30.1,140.7 (±41.2),46.3 (±41.2),32.9% (±30.1%)
Montana,Male,(85-89),124.2,180,55.8,17.7,3.2,Significant Increase,34.7,89.5,158.9,44.9,31.6,124.2 (±34.7),55.8 (±34.7),44.9% (±31.6%)
Montana,Male,(90+),79.0,91,12.0,12.3,1.0,Not Significant,24.0,55.0,103.0,15.2,26.9,79.0 (±24.0),12.0 (±24.0),15.2% (±26.9%)
Montana,Total,(0-4),5.5,5,-0.5,4.1,-0.1,Not Significant,8.0,-2.5,13.5,-9.1,53.9,5.5 (±8.0),-0.5 (±8.0),-9.1% (±53.9%)
Montana,Total,(10-14),0.4,0,-0.4,1.5,-0.3,Not Significant,2.8,-2.4,3.2,-100.0,0.0,0.4 (±2.8),-0.4 (±2.8),-100.0% (±0.0%)
Montana,Total,(15-19),5.4,0,-5.4,2.8,-1.9,Not Significant,5.5,-0.1,10.9,-100.0,0.0,5.4 (±5.5),-5.4 (±5.5),-100.0% (±0.0%)
Montana,Total,(20-24),0.5,3,2.5,2.5,1.0,Not Significant,5.0,-4.5,5.5,500.0,545.5,0.5 (±5.0),2.5 (±5.0),500.0% (±545.5%)
Montana,Total,(25-29),5.6,5,-0.6,3.3,-0.2,Not Significant,6.5,-0.9,12.1,-10.7,48.0,5.6 (±6.5),-0.6 (±6.5),-10.7% (±48.0%)
Montana,Total,(30-34),8.3,12,3.7,4.1,0.9,Not Significant,8.1,0.2,16.4,44.6,71.4,8.3 (±8.1),3.7 (±8.1),44.6% (±71.4%)
Montana,Total,(35-39),11.4,11,-0.4,5.5,-0.1,Not Significant,10.7,0.7,22.1,-3.5,46.7,11.4 (±10.7),-0.4 (±10.7),-3.5% (±46.7%)
Montana,Total,(40-44),24.7,26,1.3,7.5,0.2,Not Significant,14.8,9.9,39.5,5.3,39.5,24.7 (±14.8),1.3 (±14.8),5.3% (±39.5%)
Montana,Total,(45-49),53.0,65,12.0,9.2,1.3,Not Significant,17.9,35.1,70.9,22.6,30.9,53.0 (±17.9),12.0 (±17.9),22.6% (±30.9%)
Montana,Total,(5-9),0.6,0,-0.6,1.1,-0.5,Not Significant,2.2,-1.6,2.8,-100.0,0.0,0.6 (±2.2),-0.6 (±2.2),-100.0% (±0.0%)
Montana,Total,(50-54),57.0,76,19.0,12.4,1.5,Not Significant,24.4,32.6,81.4,33.3,39.9,57.0 (±24.4),19.0 (±24.4),33.3% (±39.9%)
Montana,Total,(55-59),103.0,104,1.0,16.1,0.1,Not Significant,31.6,71.4,134.6,1.0,23.7,103.0 (±31.6),1.0 (±31.6),1.0% (±23.7%)
Montana,Total,(60-64),136.6,187,50.4,19.2,2.6,Significant Increase,37.6,99.0,174.2,36.9,29.6,136.6 (±37.6),50.4 (±37.6),36.9% (±29.6%)
Montana,Total,(65-69),219.6,291,71.4,23.0,3.1,Significant Increase,45.1,174.5,264.7,32.5,22.6,219.6 (±45.1),71.4 (±45.1),32.5% (±22.6%)
Montana,Total,(70-74),305.0,437,132.0,24.9,5.3,Significant Increase,48.9,256.1,353.9,43.3,19.8,305.0 (±48.9),132.0 (±48.9),43.3% (±19.8%)
Montana,Total,(75-79),300.6,385,84.4,27.7,3.0,Significant Increase,54.4,246.2,355.0,28.1,19.6,300.6 (±54.4),84.4 (±54.4),28.1% (±19.6%)
Montana,Total,(80-84),368.4,450,81.6,32.5,2.5,Significant Increase,63.7,304.7,432.1,22.1,18.0,368.4 (±63.7),81.6 (±63.7),22.1% (±18.0%)
Montana,Total,(85-89),341.5,420,78.5,27.3,2.9,Significant Increase,53.5,288.0,395.0,23.0,16.7,341.5 (±53.5),78.5 (±53.5),23.0% (±16.7%)
Montana,Total,(90+),250.2,230,-20.2,22.0,-0.9,Not Significant,43.0,207.2,293.2,-8.1,13.5,250.2 (±43.0),-20.2 (±43.0),-8.1% (±13.5%)
Pazardzhik,Female,(0-4),8.5,3,-5.5,4.5,-1.2,Not Significant,8.9,-0.4,17.4,-64.7,18.1,8.5 (±8.9),-5.5 (±8.9),-64.7% (±18.1%)
Pazardzhik,Female,(10-14),1.6,0,-1.6,1.8,-0.9,Not Significant,3.6,-2.0,5.2,-100.0,0.0,1.6 (±3.6),-1.6 (±3.6),-100.0% (±0.0%)
Pazardzhik,Female,(15-19),1.8,0,-1.8,1.9,-0.9,Not Significant,3.8,-2.0,5.6,-100.0,0.0,1.8 (±3.8),-1.8 (±3.8),-100.0% (±0.0%)
Pazardzhik,Female,(20-24),1.4,2,0.6,2.1,0.3,Not Significant,4.0,-2.6,5.4,42.9,105.9,1.4 (±4.0),0.6 (±4.0),42.9% (±105.9%)
Pazardzhik,Female,(25-29),0.9,1,0.1,1.9,0.1,Not Significant,3.7,-2.8,4.6,11.1,89.4,0.9 (±3.7),0.1 (±3.7),11.1% (±89.4%)
Pazardzhik,Female,(30-34),4.0,9,5.0,2.4,2.1,Significant Increase,4.7,-0.7,8.7,125.0,121.6,4.0 (±4.7),5.0 (±4.7),125.0% (±121.6%)
Pazardzhik,Female,(35-39),6.6,5,-1.6,3.5,-0.5,Not Significant,6.9,-0.3,13.5,-24.2,38.8,6.6 (±6.9),-1.6 (±6.9),-24.2% (±38.8%)
Pazardzhik,Female,(40-44),11.8,13,1.2,4.8,0.3,Not Significant,9.4,2.4,21.2,10.2,48.9,11.8 (±9.4),1.2 (±9.4),10.2% (±48.9%)
Pazardzhik,Female,(45-49),17.1,27,9.9,6.7,1.5,Not Significant,13.2,3.9,30.3,57.9,68.8,17.1 (±13.2),9.9 (±13.2),57.9% (±68.8%)
Pazardzhik,Female,(5-9),1.8,0,-1.8,1.5,-1.2,Not Significant,3.0,-1.2,4.8,-100.0,0.0,1.8 (±3.0),-1.8 (±3.0),-100.0% (±0.0%)
Pazardzhik,Female,(50-54),21.7,48,26.3,8.2,3.2,Significant Increase,16.1,5.6,37.8,121.2,94.2,21.7 (±16.1),26.3 (±16.1),121.2% (±94.2%)
Pazardzhik,Female,(55-59),55.1,72,16.9,10.6,1.6,Not Significant,20.8,34.3,75.9,30.7,35.8,55.1 (±20.8),16.9 (±20.8),30.7% (±35.8%)
Pazardzhik,Female,(60-64),103.8,109,5.2,13.5,0.4,Not Significant,26.4,77.4,130.2,5.0,21.3,103.8 (±26.4),5.2 (±26.4),5.0% (±21.3%)
Pazardzhik,Female,(65-69),107.2,163,55.8,14.3,3.9,Significant Increase,28.1,79.1,135.3,52.1,31.6,107.2 (±28.1),55.8 (±28.1),52.1% (±31.6%)
Pazardzhik,Female,(70-74),176.7,247,70.3,18.0,3.9,Significant Increase,35.2,141.5,211.9,39.8,23.2,176.7 (±35.2),70.3 (±35.2),39.8% (±23.2%)
Pazardzhik,Female,(75-79),205.9,289,83.1,23.7,3.5,Significant Increase,46.4,159.5,252.3,40.4,25.9,205.9 (±46.4),83.1 (±46.4),40.4% (±25.9%)
Pazardzhik,Female,(80-84),287.8,373,85.2,27.9,3.1,Significant Increase,54.7,233.1,342.5,29.6,20.7,287.8 (±54.7),85.2 (±54.7),29.6% (±20.7%)
Pazardzhik,Female,(85-89),296.7,330,33.3,27.3,1.2,Not Significant,53.5,243.2,350.2,11.2,17.0,296.7 (±53.5),33.3 (±53.5),11.2% (±17.0%)
Pazardzhik,Female,(90+),193.8,214,20.2,20.2,1.0,Not Significant,39.6,154.2,233.4,10.4,18.7,193.8 (±39.6),20.2 (±39.6),10.4% (±18.7%)
Pazardzhik,Male,(0-4),6.2,9,2.8,4.9,0.6,Not Significant,9.6,-3.4,15.8,45.2,88.2,6.2 (±9.6),2.8 (±9.6),45.2% (±88.2%)
Pazardzhik,Male,(10-14),0.8,1,0.2,2.8,0.1,Not Significant,5.5,-4.7,6.3,25.0,109.1,0.8 (±5.5),0.2 (±5.5),25.0% (±109.1%)
Pazardzhik,Male,(15-19),3.8,5,1.2,2.2,0.5,Not Significant,4.4,-0.6,8.2,31.6,70.6,3.8 (±4.4),1.2 (±4.4),31.6% (±70.6%)
Pazardzhik,Male,(20-24),5.2,0,-5.2,3.7,-1.4,Not Significant,7.3,-2.1,12.5,-100.0,0.0,5.2 (±7.3),-5.2 (±7.3),-100.0% (±0.0%)
Pazardzhik,Male,(25-29),4.5,2,-2.5,3.8,-0.7,Not Significant,7.4,-2.9,11.9,-55.6,27.6,4.5 (±7.4),-2.5 (±7.4),-55.6% (±27.6%)
Pazardzhik,Male,(30-34),9.4,9,-0.4,4.5,-0.1,Not Significant,8.8,0.6,18.2,-4.3,46.2,9.4 (±8.8),-0.4 (±8.8),-4.3% (±46.2%)
Pazardzhik,Male,(35-39),22.0,19,-3.0,5.5,-0.5,Not Significant,10.8,11.2,32.8,-13.6,28.5,22.0 (±10.8),-3.0 (±10.8),-13.6% (±28.5%)
Pazardzhik,Male,(40-44),18.1,43,24.9,6.5,3.8,Significant Increase,12.7,5.4,30.8,137.6,98.0,18.1 (±12.7),24.9 (±12.7),137.6% (±98.0%)
Pazardzhik,Male,(45-49),42.7,49,6.3,9.4,0.7,Not Significant,18.4,24.3,61.1,14.8,34.6,42.7 (±18.4),6.3 (±18.4),14.8% (±34.6%)
Pazardzhik,Male,(5-9),-1.0,0,1.0,1.6,0.6,Not Significant,3.2,-4.2,2.2,-100.0,0.0,-1.0 (±3.2),1.0 (±3.2),-100.0% (±0.0%)
Pazardzhik,Male,(50-54),59.8,114,54.2,12.0,4.5,Significant Increase,23.4,36.4,83.2,90.6,53.6,59.8 (±23.4),54.2 (±23.4),90.6% (±53.6%)
Pazardzhik,Male,(55-59),133.9,170,36.1,15.6,2.3,Significant Increase,30.6,103.3,164.5,27.0,23.7,133.9 (±30.6),36.1 (±30.6),27.0% (±23.7%)
Pazardzhik,Male,(60-64),168.5,211,42.5,19.5,2.2,Significant Increase,38.2,130.3,206.7,25.2,23.1,168.5 (±38.2),42.5 (±38.2),25.2% (±23.1%)
Pazardzhik,Male,(65-69),210.9,272,61.1,19.6,3.1,Significant Increase,38.4,172.5,249.3,29.0,19.9,210.9 (±38.4),61.1 (±38.4),29.0% (±19.9%)
Pazardzhik,Male,(70-74),260.9,362,101.1,21.8,4.6,Significant Increase,42.7,218.2,303.6,38.8,19.6,260.9 (±42.7),101.1 (±42.7),38.8% (±19.6%)
Pazardzhik,Male,(75-79),229.3,325,95.7,23.2,4.1,Significant Increase,45.4,183.9,274.7,41.7,23.4,229.3 (±45.4),95.7 (±45.4),41.7% (±23.4%)
Pazardzhik,Male,(80-84),233.2,291,57.8,23.1,2.5,Significant Increase,45.4,187.8,278.6,24.8,20.3,233.2 (±45.4),57.8 (±45.4),24.8% (±20.3%)
Pazardzhik,Male,(85-89),177.6,249,71.4,19.7,3.6,Significant Increase,38.6,139.0,216.2,40.2,25.0,177.6 (±38.6),71.4 (±38.6),40.2% (±25.0%)
Pazardzhik,Male,(90+),93.4,92,-1.4,13.6,-0.1,Not Significant,26.7,66.7,120.1,-1.5,21.9,93.4 (±26.7),-1.4 (±26.7),-1.5% (±21.9%)
Pazardzhik,Total,(0-4),14.7,12,-2.7,6.5,-0.4,Not Significant,12.8,1.9,27.5,-18.4,38.0,14.7 (±12.8),-2.7 (±12.8),-18.4% (±38.0%)
Pazardzhik,Total,(10-14),2.4,1,-1.4,3.2,-0.4,Not Significant,6.2,-3.8,8.6,-58.3,30.1,2.4 (±6.2),-1.4 (±6.2),-58.3% (±30.1%)
Pazardzhik,Total,(15-19),5.6,5,-0.6,3.0,-0.2,Not Significant,5.9,-0.3,11.5,-10.7,45.8,5.6 (±5.9),-0.6 (±5.9),-10.7% (±45.8%)
Pazardzhik,Total,(20-24),6.6,2,-4.6,4.1,-1.1,Not Significant,8.0,-1.4,14.6,-69.7,16.6,6.6 (±8.0),-4.6 (±8.0),-69.7% (±16.6%)
Pazardzhik,Total,(25-29),5.4,3,-2.4,4.4,-0.5,Not Significant,8.7,-3.3,14.1,-44.4,34.3,5.4 (±8.7),-2.4 (±8.7),-44.4% (±34.3%)
Pazardzhik,Total,(30-34),13.4,18,4.6,4.9,0.9,Not Significant,9.7,3.7,23.1,34.3,56.4,13.4 (±9.7),4.6 (±9.7),34.3% (±56.4%)
Pazardzhik,Total,(35-39),28.6,24,-4.6,6.4,-0.7,Not Significant,12.6,16.0,41.2,-16.1,25.6,28.6 (±12.6),-4.6 (±12.6),-16.1% (±25.6%)
Pazardzhik,Total,(40-44),29.9,56,26.1,8.0,3.3,Significant Increase,15.6,14.3,45.5,87.3,64.2,29.9 (±15.6),26.1 (±15.6),87.3% (±64.2%)
Pazardzhik,Total,(45-49),59.8,76,16.2,11.8,1.4,Not Significant,23.2,36.6,83.0,27.1,35.5,59.8 (±23.2),16.2 (±23.2),27.1% (±35.5%)
Pazardzhik,Total,(5-9),0.8,0,-0.8,2.3,-0.3,Not Significant,4.6,-3.8,5.4,-100.0,0.0,0.8 (±4.6),-0.8 (±4.6),-100.0% (±0.0%)
Pazardzhik,Total,(50-54),81.5,162,80.5,14.1,5.7,Significant Increase,27.7,53.8,109.2,98.8,50.4,81.5 (±27.7),80.5 (±27.7),98.8% (±50.4%)
