Location,Sex,Age,Mean/Expected_Mortality,Mortality,Excess_mortality,STANDARD_DEVIATION,Z-Score(95%),SIGNIFICANT,Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Kyustendil,Total,(60-64),199.0,258,59.0,22.8,2.6,Significant Increase,44.7,154.3,243.7,29.6,23.7,199.0 (±44.7),59.0 (±44.7),29.6% (±23.7%)
Kyustendil,Total,(65-69),258.0,354,96.0,25.0,3.8,Significant Increase,49.1,208.9,307.1,37.2,21.9,258.0 (±49.1),96.0 (±49.1),37.2% (±21.9%)
Kyustendil,Total,(70-74),299.0,490,191.0,29.8,6.4,Significant Increase,58.4,240.6,357.4,63.9,26.8,299.0 (±58.4),191.0 (±58.4),63.9% (±26.8%)
Kyustendil,Total,(75-79),324.6,510,185.4,30.6,6.1,Significant Increase,59.9,264.7,384.5,57.1,24.5,324.6 (±59.9),185.4 (±59.9),57.1% (±24.5%)
Kyustendil,Total,(80-84),399.8,570,170.2,35.3,4.8,Significant Increase,69.2,330.6,469.0,42.6,21.1,399.8 (±69.2),170.2 (±69.2),42.6% (±21.1%)
Kyustendil,Total,(85-89),443.6,484,40.4,36.2,1.1,Not Significant,70.9,372.7,514.5,9.1,15.0,443.6 (±70.9),40.4 (±70.9),9.1% (±15.0%)
Kyustendil,Total,(90+),240.4,289,48.6,25.5,1.9,Not Significant,50.0,190.4,290.4,20.2,20.7,240.4 (±50.0),48.6 (±50.0),20.2% (±20.7%)
Lovech,Female,(0-4),-2.6,3,5.6,3.8,1.5,Not Significant,7.5,-10.1,4.9,-215.4,-176.6,-2.6 (±7.5),5.6 (±7.5),-215.4% (±-176.6%)
Lovech,Female,(10-14),-1.2,0,1.2,1.1,1.1,Not Significant,2.1,-3.3,0.9,-100.0,0.0,-1.2 (±2.1),1.2 (±2.1),-100.0% (±0.0%)
Lovech,Female,(15-19),2.0,2,0.0,1.8,0.0,Not Significant,3.4,-1.4,5.4,0.0,63.0,2.0 (±3.4),0.0 (±3.4),0.0% (±63.0%)
Lovech,Female,(20-24),2.4,1,-1.4,1.5,-0.9,Not Significant,2.9,-0.5,5.3,-58.3,22.8,2.4 (±2.9),-1.4 (±2.9),-58.3% (±22.8%)
Lovech,Female,(25-29),0.8,3,2.2,2.5,0.9,Not Significant,4.9,-4.1,5.7,275.0,322.4,0.8 (±4.9),2.2 (±4.9),275.0% (±322.4%)
Lovech,Female,(30-34),2.6,4,1.4,3.4,0.4,Not Significant,6.6,-4.0,9.2,53.8,110.3,2.6 (±6.6),1.4 (±6.6),53.8% (±110.3%)
Lovech,Female,(35-39),2.6,5,2.4,3.0,0.8,Not Significant,6.0,-3.4,8.6,92.3,134.2,2.6 (±6.0),2.4 (±6.0),92.3% (±134.2%)
Lovech,Female,(40-44),6.8,12,5.2,4.1,1.3,Not Significant,8.0,-1.2,14.8,76.5,95.4,6.8 (±8.0),5.2 (±8.0),76.5% (±95.4%)
Lovech,Female,(45-49),11.4,18,6.6,6.1,1.1,Not Significant,11.9,-0.5,23.3,57.9,80.6,11.4 (±11.9),6.6 (±11.9),57.9% (±80.6%)
Lovech,Female,(5-9),-0.6,0,0.6,1.3,0.5,Not Significant,2.5,-3.1,1.9,-100.0,0.0,-0.6 (±2.5),0.6 (±2.5),-100.0% (±0.0%)
Lovech,Female,(50-54),20.4,35,14.6,7.1,2.1,Significant Increase,13.9,6.5,34.3,71.6,69.6,20.4 (±13.9),14.6 (±13.9),71.6% (±69.6%)
Lovech,Female,(55-59),27.8,41,13.2,9.0,1.5,Not Significant,17.7,10.1,45.5,47.5,57.4,27.8 (±17.7),13.2 (±17.7),47.5% (±57.4%)
Lovech,Female,(60-64),49.4,65,15.6,12.4,1.3,Not Significant,24.4,25.0,73.8,31.6,43.5,49.4 (±24.4),15.6 (±24.4),31.6% (±43.5%)
Lovech,Female,(65-69),87.6,112,24.4,15.5,1.6,Not Significant,30.5,57.1,118.1,27.9,33.1,87.6 (±30.5),24.4 (±30.5),27.9% (±33.1%)
Lovech,Female,(70-74),139.2,207,67.8,19.7,3.4,Significant Increase,38.7,100.5,177.9,48.7,32.3,139.2 (±38.7),67.8 (±38.7),48.7% (±32.3%)
Lovech,Female,(75-79),189.2,256,66.8,23.1,2.9,Significant Increase,45.3,143.9,234.5,35.3,26.1,189.2 (±45.3),66.8 (±45.3),35.3% (±26.1%)
Lovech,Female,(80-84),255.8,277,21.2,29.5,0.7,Not Significant,57.9,197.9,313.7,8.3,20.0,255.8 (±57.9),21.2 (±57.9),8.3% (±20.0%)
Lovech,Female,(85-89),270.6,348,77.4,29.3,2.6,Significant Increase,57.3,213.3,327.9,28.6,22.5,270.6 (±57.3),77.4 (±57.3),28.6% (±22.5%)
Lovech,Female,(90+),172.8,200,27.2,21.9,1.2,Not Significant,42.9,129.9,215.7,15.7,23.0,172.8 (±42.9),27.2 (±42.9),15.7% (±23.0%)
Lovech,Male,(0-4),0.4,4,3.6,4.4,0.8,Not Significant,8.6,-8.2,9.0,900.0,955.6,0.4 (±8.6),3.6 (±8.6),900.0% (±955.6%)
Lovech,Male,(10-14),1.6,3,1.4,1.8,0.8,Not Significant,3.6,-2.0,5.2,87.5,129.8,1.6 (±3.6),1.4 (±3.6),87.5% (±129.8%)
Lovech,Male,(15-19),1.6,3,1.4,3.1,0.5,Not Significant,6.1,-4.5,7.7,87.5,148.5,1.6 (±6.1),1.4 (±6.1),87.5% (±148.5%)
Lovech,Male,(20-24),0.4,11,10.6,3.2,3.3,Significant Increase,6.3,-5.9,6.7,2650.0,2585.8,0.4 (±6.3),10.6 (±6.3),2650.0% (±2585.8%)
Lovech,Male,(25-29),4.8,3,-1.8,3.4,-0.5,Not Significant,6.7,-1.9,11.5,-37.5,36.4,4.8 (±6.7),-1.8 (±6.7),-37.5% (±36.4%)
Lovech,Male,(30-34),9.6,14,4.4,4.4,1.0,Not Significant,8.7,0.9,18.3,45.8,69.3,9.6 (±8.7),4.4 (±8.7),45.8% (±69.3%)
Lovech,Male,(35-39),8.8,12,3.2,5.7,0.6,Not Significant,11.2,-2.4,20.0,36.4,76.4,8.8 (±11.2),3.2 (±11.2),36.4% (±76.4%)
Lovech,Male,(40-44),16.8,21,4.2,6.5,0.6,Not Significant,12.8,4.0,29.6,25.0,54.1,16.8 (±12.8),4.2 (±12.8),25.0% (±54.1%)
Lovech,Male,(45-49),36.8,42,5.2,10.0,0.5,Not Significant,19.7,17.1,56.5,14.1,39.8,36.8 (±19.7),5.2 (±19.7),14.1% (±39.8%)
Lovech,Male,(5-9),-0.4,0,0.4,1.8,0.2,Not Significant,3.6,-4.0,3.2,-100.0,0.0,-0.4 (±3.6),0.4 (±3.6),-100.0% (±0.0%)
Lovech,Male,(50-54),42.4,59,16.6,11.8,1.4,Not Significant,23.2,19.2,65.6,39.2,49.3,42.4 (±23.2),16.6 (±23.2),39.2% (±49.3%)
Lovech,Male,(55-59),64.2,109,44.8,14.5,3.1,Significant Increase,28.5,35.7,92.7,69.8,52.2,64.2 (±28.5),44.8 (±28.5),69.8% (±52.2%)
Lovech,Male,(60-64),111.0,140,29.0,18.5,1.6,Not Significant,36.2,74.8,147.2,26.1,31.0,111.0 (±36.2),29.0 (±36.2),26.1% (±31.0%)
Lovech,Male,(65-69),161.6,199,37.4,21.8,1.7,Not Significant,42.7,118.9,204.3,23.1,25.7,161.6 (±42.7),37.4 (±42.7),23.1% (±25.7%)
Lovech,Male,(70-74),250.2,259,8.8,22.2,0.4,Not Significant,43.5,206.7,293.7,3.5,15.3,250.2 (±43.5),8.8 (±43.5),3.5% (±15.3%)
Lovech,Male,(75-79),186.2,280,93.8,24.4,3.8,Significant Increase,47.8,138.4,234.0,50.4,30.7,186.2 (±47.8),93.8 (±47.8),50.4% (±30.7%)
Lovech,Male,(80-84),255.0,246,-9.0,26.4,-0.3,Not Significant,51.6,203.4,306.6,-3.5,16.3,255.0 (±51.6),-9.0 (±51.6),-3.5% (±16.3%)
Lovech,Male,(85-89),164.2,252,87.8,21.5,4.1,Significant Increase,42.1,122.1,206.3,53.5,31.3,164.2 (±42.1),87.8 (±42.1),53.5% (±31.3%)
Lovech,Male,(90+),82.4,100,17.6,15.2,1.2,Not Significant,29.7,52.7,112.1,21.4,32.2,82.4 (±29.7),17.6 (±29.7),21.4% (±32.2%)
Lovech,Total,(0-4),-2.2,7,9.2,6.1,1.5,Not Significant,12.0,-14.2,9.8,-418.2,-389.6,-2.2 (±12.0),9.2 (±12.0),-418.2% (±-389.6%)
Lovech,Total,(10-14),0.4,3,2.6,2.1,1.2,Not Significant,4.2,-3.8,4.6,650.0,684.8,0.4 (±4.2),2.6 (±4.2),650.0% (±684.8%)
Lovech,Total,(15-19),3.6,5,1.4,3.6,0.4,Not Significant,7.0,-3.4,10.6,38.9,91.7,3.6 (±7.0),1.4 (±7.0),38.9% (±91.7%)
Lovech,Total,(20-24),2.8,12,9.2,3.7,2.5,Significant Increase,7.2,-4.4,10.0,328.6,308.6,2.8 (±7.2),9.2 (±7.2),328.6% (±308.6%)
Lovech,Total,(25-29),5.6,6,0.4,4.5,0.1,Not Significant,8.8,-3.2,14.4,7.1,65.4,5.6 (±8.8),0.4 (±8.8),7.1% (±65.4%)
Lovech,Total,(30-34),12.2,18,5.8,5.4,1.1,Not Significant,10.5,1.7,22.7,47.5,68.2,12.2 (±10.5),5.8 (±10.5),47.5% (±68.2%)
Lovech,Total,(35-39),11.4,17,5.6,6.5,0.9,Not Significant,12.7,-1.3,24.1,49.1,78.6,11.4 (±12.7),5.6 (±12.7),49.1% (±78.6%)
Lovech,Total,(40-44),23.6,33,9.4,7.6,1.2,Not Significant,15.0,8.6,38.6,39.8,54.3,23.6 (±15.0),9.4 (±15.0),39.8% (±54.3%)
Lovech,Total,(45-49),48.2,60,11.8,12.0,1.0,Not Significant,23.5,24.7,71.7,24.5,40.8,48.2 (±23.5),11.8 (±23.5),24.5% (±40.8%)
Lovech,Total,(5-9),-1.0,0,1.0,2.2,0.4,Not Significant,4.4,-5.4,3.4,-100.0,0.0,-1.0 (±4.4),1.0 (±4.4),-100.0% (±0.0%)
Lovech,Total,(50-54),62.8,94,31.2,13.6,2.3,Significant Increase,26.6,36.2,89.4,49.7,44.6,62.8 (±26.6),31.2 (±26.6),49.7% (±44.6%)
Lovech,Total,(55-59),92.0,150,58.0,17.6,3.3,Significant Increase,34.5,57.5,126.5,63.0,44.4,92.0 (±34.5),58.0 (±34.5),63.0% (±44.4%)
Lovech,Total,(60-64),160.4,205,44.6,22.2,2.0,Significant Increase,43.5,116.9,203.9,27.8,27.3,160.4 (±43.5),44.6 (±43.5),27.8% (±27.3%)
Lovech,Total,(65-69),249.2,311,61.8,26.3,2.3,Significant Increase,51.6,197.6,300.8,24.8,21.4,249.2 (±51.6),61.8 (±51.6),24.8% (±21.4%)
Lovech,Total,(70-74),389.4,466,76.6,31.6,2.4,Significant Increase,61.9,327.5,451.3,19.7,16.4,389.4 (±61.9),76.6 (±61.9),19.7% (±16.4%)
Lovech,Total,(75-79),375.4,536,160.6,33.5,4.8,Significant Increase,65.7,309.7,441.1,42.8,21.3,375.4 (±65.7),160.6 (±65.7),42.8% (±21.3%)
Lovech,Total,(80-84),510.8,523,12.2,37.0,0.3,Not Significant,72.5,438.3,583.3,2.4,12.7,510.8 (±72.5),12.2 (±72.5),2.4% (±12.7%)
Lovech,Total,(85-89),434.8,600,165.2,37.3,4.4,Significant Increase,73.1,361.7,507.9,38.0,19.9,434.8 (±73.1),165.2 (±73.1),38.0% (±19.9%)
Lovech,Total,(90+),255.2,300,44.8,26.1,1.7,Not Significant,51.2,204.0,306.4,17.6,19.7,255.2 (±51.2),44.8 (±51.2),17.6% (±19.7%)
Montana,Female,(0-4),5.0,5,-0.0,2.9,-0.0,Not Significant,5.6,-0.6,10.6,-0.0,52.8,5.0 (±5.6),-0.0 (±5.6),-0.0% (±52.8%)
Montana,Female,(10-14),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Montana,Female,(15-19),2.4,0,-2.4,1.8,-1.4,Not Significant,3.4,-1.0,5.8,-100.0,0.0,2.4 (±3.4),-2.4 (±3.4),-100.0% (±0.0%)
Montana,Female,(20-24),0.2,1,0.8,2.2,0.4,Not Significant,4.4,-4.2,4.6,400.0,478.3,0.2 (±4.4),0.8 (±4.4),400.0% (±478.3%)
Montana,Female,(25-29),3.8,3,-0.8,2.2,-0.4,Not Significant,4.3,-0.5,8.1,-21.1,41.9,3.8 (±4.3),-0.8 (±4.3),-21.1% (±41.9%)
Montana,Female,(30-34),1.8,6,4.2,2.9,1.5,Not Significant,5.6,-3.8,7.4,233.3,252.2,1.8 (±5.6),4.2 (±5.6),233.3% (±252.2%)
Montana,Female,(35-39),11.4,7,-4.4,4.1,-1.1,Not Significant,8.1,3.3,19.5,-38.6,25.5,11.4 (±8.1),-4.4 (±8.1),-38.6% (±25.5%)
Montana,Female,(40-44),5.2,12,6.8,5.6,1.2,Not Significant,10.9,-5.7,16.1,130.8,156.3,5.2 (±10.9),6.8 (±10.9),130.8% (±156.3%)
Montana,Female,(45-49),23.0,29,6.0,5.8,1.0,Not Significant,11.3,11.7,34.3,26.1,41.6,23.0 (±11.3),6.0 (±11.3),26.1% (±41.6%)
Montana,Female,(5-9),0.2,0,-0.2,1.3,-0.2,Not Significant,2.5,-2.3,2.7,-100.0,0.0,0.2 (±2.5),-0.2 (±2.5),-100.0% (±0.0%)
Montana,Female,(50-54),23.4,33,9.6,9.7,1.0,Not Significant,19.1,4.3,42.5,41.0,63.4,23.4 (±19.1),9.6 (±19.1),41.0% (±63.4%)
Montana,Female,(55-59),44.8,55,10.2,10.6,1.0,Not Significant,20.8,24.0,65.6,22.8,39.0,44.8 (±20.8),10.2 (±20.8),22.8% (±39.0%)
Montana,Female,(60-64),51.0,92,41.0,13.7,3.0,Significant Increase,26.9,24.1,77.9,80.4,62.3,51.0 (±26.9),41.0 (±26.9),80.4% (±62.3%)
Montana,Female,(65-69),113.0,139,26.0,17.0,1.5,Not Significant,33.4,79.6,146.4,23.0,28.1,113.0 (±33.4),26.0 (±33.4),23.0% (±28.1%)
Montana,Female,(70-74),148.8,240,91.2,21.3,4.3,Significant Increase,41.7,107.1,190.5,61.3,35.3,148.8 (±41.7),91.2 (±41.7),61.3% (±35.3%)
Montana,Female,(75-79),188.2,305,116.8,25.2,4.6,Significant Increase,49.3,138.9,237.5,62.1,33.7,188.2 (±49.3),116.8 (±49.3),62.1% (±33.7%)
Montana,Female,(80-84),287.2,369,81.8,29.9,2.7,Significant Increase,58.7,228.5,345.9,28.5,21.8,287.2 (±58.7),81.8 (±58.7),28.5% (±21.8%)
Montana,Female,(85-89),279.8,341,61.2,27.3,2.2,Significant Increase,53.6,226.2,333.4,21.9,19.6,279.8 (±53.6),61.2 (±53.6),21.9% (±19.6%)
Montana,Female,(90+),230.8,208,-22.8,21.8,-1.0,Not Significant,42.8,188.0,273.6,-9.9,14.1,230.8 (±42.8),-22.8 (±42.8),-9.9% (±14.1%)
Montana,Male,(0-4),-2.4,5,7.4,4.3,1.7,Not Significant,8.5,-10.9,6.1,-308.3,-290.3,-2.4 (±8.5),7.4 (±8.5),-308.3% (±-290.3%)
Montana,Male,(10-14),0.2,0,-0.2,1.7,-0.1,Not Significant,3.3,-3.1,3.5,-100.0,0.0,0.2 (±3.3),-0.2 (±3.3),-100.0% (±0.0%)
Montana,Male,(15-19),4.2,0,-4.2,2.6,-1.6,Not Significant,5.2,-1.0,9.4,-100.0,0.0,4.2 (±5.2),-4.2 (±5.2),-100.0% (±0.0%)
Montana,Male,(20-24),0.8,1,0.2,2.4,0.1,Not Significant,4.6,-3.8,5.4,25.0,106.5,0.8 (±4.6),0.2 (±4.6),25.0% (±106.5%)
Montana,Male,(25-29),1.8,4,2.2,3.5,0.6,Not Significant,7.0,-5.2,8.8,122.2,176.7,1.8 (±7.0),2.2 (±7.0),122.2% (±176.7%)
Montana,Male,(30-34),9.0,6,-3.0,4.2,-0.7,Not Significant,8.3,0.7,17.3,-33.3,32.0,9.0 (±8.3),-3.0 (±8.3),-33.3% (±32.0%)
Montana,Male,(35-39),3.8,14,10.2,5.4,1.9,Not Significant,10.6,-6.8,14.4,268.4,271.2,3.8 (±10.6),10.2 (±10.6),268.4% (±271.2%)
Montana,Male,(40-44),24.6,20,-4.6,7.6,-0.6,Not Significant,14.9,9.7,39.5,-18.7,30.7,24.6 (±14.9),-4.6 (±14.9),-18.7% (±30.7%)
Montana,Male,(45-49),51.4,43,-8.4,10.2,-0.8,Not Significant,20.0,31.4,71.4,-16.3,23.5,51.4 (±20.0),-8.4 (±20.0),-16.3% (±23.5%)
Montana,Male,(5-9),0.2,2,1.8,0.8,2.4,Significant Increase,1.5,-1.3,1.7,900.0,882.4,0.2 (±1.5),1.8 (±1.5),900.0% (±882.4%)
Montana,Male,(50-54),44.6,93,48.4,12.3,3.9,Significant Increase,24.1,20.5,68.7,108.5,73.1,44.6 (±24.1),48.4 (±24.1),108.5% (±73.1%)
Montana,Male,(55-59),85.6,116,30.4,16.0,1.9,Not Significant,31.4,54.2,117.0,35.5,36.4,85.6 (±31.4),30.4 (±31.4),35.5% (±36.4%)
Montana,Male,(60-64),112.0,194,82.0,20.2,4.1,Significant Increase,39.6,72.4,151.6,73.2,45.2,112.0 (±39.6),82.0 (±39.6),73.2% (±45.2%)
Montana,Male,(65-69),157.2,261,103.8,23.4,4.4,Significant Increase,45.8,111.4,203.0,66.0,37.4,157.2 (±45.8),103.8 (±45.8),66.0% (±37.4%)
Montana,Male,(70-74),233.6,346,112.4,24.8,4.5,Significant Increase,48.7,184.9,282.3,48.1,25.5,233.6 (±48.7),112.4 (±48.7),48.1% (±25.5%)
Montana,Male,(75-79),174.4,306,131.6,23.1,5.7,Significant Increase,45.3,129.1,219.7,75.5,36.2,174.4 (±45.3),131.6 (±45.3),75.5% (±36.2%)
Montana,Male,(80-84),172.0,287,115.0,29.1,4.0,Significant Increase,57.0,115.0,229.0,66.9,41.6,172.0 (±57.0),115.0 (±57.0),66.9% (±41.6%)
Montana,Male,(85-89),164.2,214,49.8,22.1,2.3,Significant Increase,43.4,120.8,207.6,30.3,27.2,164.2 (±43.4),49.8 (±43.4),30.3% (±27.2%)
Montana,Male,(90+),100.2,104,3.8,15.8,0.2,Not Significant,30.9,69.3,131.1,3.8,24.5,100.2 (±30.9),3.8 (±30.9),3.8% (±24.5%)
Montana,Total,(0-4),2.6,10,7.4,5.0,1.5,Not Significant,9.8,-7.2,12.4,284.6,304.0,2.6 (±9.8),7.4 (±9.8),284.6% (±304.0%)
Montana,Total,(10-14),0.2,0,-0.2,1.7,-0.1,Not Significant,3.3,-3.1,3.5,-100.0,0.0,0.2 (±3.3),-0.2 (±3.3),-100.0% (±0.0%)
Montana,Total,(15-19),6.6,0,-6.6,3.4,-1.9,Not Significant,6.7,-0.1,13.3,-100.0,0.0,6.6 (±6.7),-6.6 (±6.7),-100.0% (±0.0%)
Montana,Total,(20-24),1.0,2,1.0,3.2,0.3,Not Significant,6.3,-5.3,7.3,100.0,172.6,1.0 (±6.3),1.0 (±6.3),100.0% (±172.6%)
Montana,Total,(25-29),5.6,7,1.4,4.0,0.3,Not Significant,7.9,-2.3,13.5,25.0,73.1,5.6 (±7.9),1.4 (±7.9),25.0% (±73.1%)
Montana,Total,(30-34),10.8,12,1.2,5.3,0.2,Not Significant,10.4,0.4,21.2,11.1,54.5,10.8 (±10.4),1.2 (±10.4),11.1% (±54.5%)
Montana,Total,(35-39),15.2,21,5.8,6.7,0.9,Not Significant,13.2,2.0,28.4,38.2,64.3,15.2 (±13.2),5.8 (±13.2),38.2% (±64.3%)
Montana,Total,(40-44),29.8,32,2.2,9.5,0.2,Not Significant,18.6,11.2,48.4,7.4,41.3,29.8 (±18.6),2.2 (±18.6),7.4% (±41.3%)
Montana,Total,(45-49),74.4,72,-2.4,11.7,-0.2,Not Significant,22.8,51.6,97.2,-3.2,22.7,74.4 (±22.8),-2.4 (±22.8),-3.2% (±22.7%)
Montana,Total,(5-9),0.4,2,1.6,1.5,1.1,Not Significant,2.9,-2.5,3.3,400.0,439.4,0.4 (±2.9),1.6 (±2.9),400.0% (±439.4%)
Montana,Total,(50-54),68.0,126,58.0,16.1,3.6,Significant Increase,31.6,36.4,99.6,85.3,58.8,68.0 (±31.6),58.0 (±31.6),85.3% (±58.8%)
Montana,Total,(55-59),130.4,171,40.6,20.1,2.0,Significant Increase,39.4,91.0,169.8,31.1,30.4,130.4 (±39.4),40.6 (±39.4),31.1% (±30.4%)
Montana,Total,(60-64),163.0,286,123.0,23.9,5.2,Significant Increase,46.8,116.2,209.8,75.5,39.2,163.0 (±46.8),123.0 (±46.8),75.5% (±39.2%)
Montana,Total,(65-69),270.2,400,129.8,29.3,4.4,Significant Increase,57.3,212.9,327.5,48.0,25.9,270.2 (±57.3),129.8 (±57.3),48.0% (±25.9%)
Montana,Total,(70-74),382.4,586,203.6,32.8,6.2,Significant Increase,64.2,318.2,446.6,53.2,22.0,382.4 (±64.2),203.6 (±64.2),53.2% (±22.0%)
Montana,Total,(75-79),362.6,611,248.4,35.2,7.1,Significant Increase,68.9,293.7,431.5,68.5,26.9,362.6 (±68.9),248.4 (±68.9),68.5% (±26.9%)
Montana,Total,(80-84),459.2,656,196.8,44.1,4.5,Significant Increase,86.4,372.8,545.6,42.9,22.7,459.2 (±86.4),196.8 (±86.4),42.9% (±22.7%)
Montana,Total,(85-89),444.0,555,111.0,35.9,3.1,Significant Increase,70.4,373.6,514.4,25.0,17.1,444.0 (±70.4),111.0 (±70.4),25.0% (±17.1%)
Montana,Total,(90+),331.0,312,-19.0,27.3,-0.7,Not Significant,53.5,277.5,384.5,-5.7,13.2,331.0 (±53.5),-19.0 (±53.5),-5.7% (±13.2%)
Pazardzhik,Female,(0-4),10.2,5,-5.2,6.0,-0.9,Not Significant,11.8,-1.6,22.0,-51.0,26.3,10.2 (±11.8),-5.2 (±11.8),-51.0% (±26.3%)
Pazardzhik,Female,(10-14),1.6,4,2.4,2.1,1.1,Not Significant,4.2,-2.6,5.8,150.0,181.0,1.6 (±4.2),2.4 (±4.2),150.0% (±181.0%)
Pazardzhik,Female,(15-19),1.8,3,1.2,2.3,0.5,Not Significant,4.4,-2.6,6.2,66.7,118.3,1.8 (±4.4),1.2 (±4.4),66.7% (±118.3%)
Pazardzhik,Female,(20-24),0.8,2,1.2,2.6,0.5,Not Significant,5.1,-4.3,5.9,150.0,216.1,0.8 (±5.1),1.2 (±5.1),150.0% (±216.1%)
Pazardzhik,Female,(25-29),0.4,4,3.6,2.7,1.3,Not Significant,5.3,-4.9,5.7,900.0,929.8,0.4 (±5.3),3.6 (±5.3),900.0% (±929.8%)
Pazardzhik,Female,(30-34),6.2,5,-1.2,3.0,-0.4,Not Significant,5.9,0.3,12.1,-19.4,39.3,6.2 (±5.9),-1.2 (±5.9),-19.4% (±39.3%)
Pazardzhik,Female,(35-39),7.6,12,4.4,4.4,1.0,Not Significant,8.6,-1.0,16.2,57.9,83.8,7.6 (±8.6),4.4 (±8.6),57.9% (±83.8%)
Pazardzhik,Female,(40-44),16.2,18,1.8,6.0,0.3,Not Significant,11.7,4.5,27.9,11.1,46.6,16.2 (±11.7),1.8 (±11.7),11.1% (±46.6%)
Pazardzhik,Female,(45-49),19.8,33,13.2,9.2,1.4,Not Significant,18.0,1.8,37.8,66.7,79.4,19.8 (±18.0),13.2 (±18.0),66.7% (±79.4%)
Pazardzhik,Female,(5-9),2.0,1,-1.0,2.1,-0.5,Not Significant,4.0,-2.0,6.0,-50.0,33.3,2.0 (±4.0),-1.0 (±4.0),-50.0% (±33.3%)
Pazardzhik,Female,(50-54),32.4,71,38.6,10.5,3.7,Significant Increase,20.5,11.9,52.9,119.1,84.9,32.4 (±20.5),38.6 (±20.5),119.1% (±84.9%)
Pazardzhik,Female,(55-59),68.4,100,31.6,13.7,2.3,Significant Increase,26.9,41.5,95.3,46.2,41.3,68.4 (±26.9),31.6 (±26.9),46.2% (±41.3%)
Pazardzhik,Female,(60-64),143.0,140,-3.0,17.2,-0.2,Not Significant,33.8,109.2,176.8,-2.1,18.7,143.0 (±33.8),-3.0 (±33.8),-2.1% (±18.7%)
Pazardzhik,Female,(65-69),134.4,217,82.6,19.3,4.3,Significant Increase,37.9,96.5,172.3,61.5,35.6,134.4 (±37.9),82.6 (±37.9),61.5% (±35.6%)
Pazardzhik,Female,(70-74),225.4,344,118.6,23.9,5.0,Significant Increase,46.8,178.6,272.2,52.6,26.2,225.4 (±46.8),118.6 (±46.8),52.6% (±26.2%)
Pazardzhik,Female,(75-79),259.8,436,176.2,31.1,5.7,Significant Increase,61.1,198.7,320.9,67.8,31.9,259.8 (±61.1),176.2 (±61.1),67.8% (±31.9%)
Pazardzhik,Female,(80-84),330.4,480,149.6,36.3,4.1,Significant Increase,71.1,259.3,401.5,45.3,25.7,330.4 (±71.1),149.6 (±71.1),45.3% (±25.7%)
Pazardzhik,Female,(85-89),389.4,513,123.6,34.5,3.6,Significant Increase,67.6,321.8,457.0,31.7,19.4,389.4 (±67.6),123.6 (±67.6),31.7% (±19.4%)
Pazardzhik,Female,(90+),247.4,283,35.6,26.9,1.3,Not Significant,52.7,194.7,300.1,14.4,20.1,247.4 (±52.7),35.6 (±52.7),14.4% (±20.1%)
Pazardzhik,Male,(0-4),9.4,9,-0.4,6.5,-0.1,Not Significant,12.8,-3.4,22.2,-4.3,55.2,9.4 (±12.8),-0.4 (±12.8),-4.3% (±55.2%)
Pazardzhik,Male,(10-14),0.2,2,1.8,3.2,0.6,Not Significant,6.3,-6.1,6.5,900.0,969.2,0.2 (±6.3),1.8 (±6.3),900.0% (±969.2%)
Pazardzhik,Male,(15-19),5.8,7,1.2,2.8,0.4,Not Significant,5.5,0.3,11.3,20.7,58.8,5.8 (±5.5),1.2 (±5.5),20.7% (±58.8%)
Pazardzhik,Male,(20-24),6.8,3,-3.8,4.6,-0.8,Not Significant,8.9,-2.1,15.7,-55.9,25.0,6.8 (±8.9),-3.8 (±8.9),-55.9% (±25.0%)
Pazardzhik,Male,(25-29),3.8,9,5.2,5.0,1.0,Not Significant,9.7,-5.9,13.5,136.8,170.1,3.8 (±9.7),5.2 (±9.7),136.8% (±170.1%)
Pazardzhik,Male,(30-34),11.8,10,-1.8,5.7,-0.3,Not Significant,11.1,0.7,22.9,-15.3,41.0,11.8 (±11.1),-1.8 (±11.1),-15.3% (±41.0%)
Pazardzhik,Male,(35-39),24.4,28,3.6,7.3,0.5,Not Significant,14.3,10.1,38.7,14.8,42.4,24.4 (±14.3),3.6 (±14.3),14.8% (±42.4%)
Pazardzhik,Male,(40-44),19.0,54,35.0,8.7,4.0,Significant Increase,17.1,1.9,36.1,184.2,134.6,19.0 (±17.1),35.0 (±17.1),184.2% (±134.6%)
Pazardzhik,Male,(45-49),57.0,76,19.0,13.0,1.5,Not Significant,25.4,31.6,82.4,33.3,41.1,57.0 (±25.4),19.0 (±25.4),33.3% (±41.1%)
Pazardzhik,Male,(5-9),-1.8,1,2.8,1.9,1.5,Not Significant,3.7,-5.5,1.9,-155.6,-108.2,-1.8 (±3.7),2.8 (±3.7),-155.6% (±-108.2%)
Pazardzhik,Male,(50-54),73.8,138,64.2,15.6,4.1,Significant Increase,30.5,43.3,104.3,87.0,54.7,73.8 (±30.5),64.2 (±30.5),87.0% (±54.7%)
